DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
FEBRERO 2023",OBSERVACIÓN
66456,RISARALDA,MISTRATO,ESS062,ASMET SALUD,891412126,ESE HOSPITAL SAN VICENTE DE PAUL.,67836235,
66572,RISARALDA,PUEBLO RICO,EPSI06,PIJAOSALUD,891409025,ESE HOSPITAL SAN RAFAEL,300835840,
66572,RISARALDA,PUEBLO RICO,EPSS37,NUEVA EPS,891409025,ESE HOSPITAL SAN RAFAEL,1084800,
66572,RISARALDA,PUEBLO RICO,EPSS41,NUEVA EPS,891409025,ESE HOSPITAL SAN RAFAEL,46217000,
66572,RISARALDA,PUEBLO RICO,ESS024,COOSALUD,891409025,ESE HOSPITAL SAN RAFAEL,22031266,
66572,RISARALDA,PUEBLO RICO,ESS062,ASMET SALUD,891409025,ESE HOSPITAL SAN RAFAEL,60731391,
66594,RISARALDA,QUINCHIA,EPSI06,PIJAOSALUD,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,160397901,
66594,RISARALDA,QUINCHIA,ESS024,COOSALUD,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,53408492,
66594,RISARALDA,QUINCHIA,ESS062,ASMET SALUD,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,189373162,
66682,RISARALDA,SANTA ROSA DE CABAL,EPSS37,NUEVA EPS,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,37145213,
66682,RISARALDA,SANTA ROSA DE CABAL,EPSS37,NUEVA EPS,891480036,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,5567134,
66682,RISARALDA,SANTA ROSA DE CABAL,EPSS41,NUEVA EPS,891480036,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,135409162,
66682,RISARALDA,SANTA ROSA DE CABAL,ESS062,ASMET SALUD,891480036,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,337148967,
66687,RISARALDA,SANTUARIO,ESS062,ASMET SALUD,891401777,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTUARIO,71938372,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,9888000,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,890203242,CLÍNICA GIRON ESE,25742640,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,890204360,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,35594553,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,900038024,ALIANZA DIAGNOSTICA S.A.,395027523,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,900394021,MEDICLINICOS IPS S.A.S,32775851,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,900580962,DISFARMA G.C. S.A.S.,251786876,
68001,SANTANDER,BUCARAMANGA,EPSS37,NUEVA EPS,800084206,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,156550128,
68001,SANTANDER,BUCARAMANGA,EPSS41,NUEVA EPS,800084206,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,622227517,
68001,SANTANDER,BUCARAMANGA,ESS024,COOSALUD,800084206,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,1071740106,
68001,SANTANDER,BUCARAMANGA,ESS062,ASMET SALUD,900249425,PHARMASAN S.A.S.,131741945,
68013,SANTANDER,AGUADA,EPSS41,NUEVA EPS,804015154,E.S.E CENTRO DE SALUD HERMANA GERTRUDIS,17661060,
68020,SANTANDER,ALBANIA,ESS024,COOSALUD,804009658,ESE BLANCA ALICIA HERNANDEZ,43378302,
68051,SANTANDER,ARATOCA,ESS024,COOSALUD,800193904,E.S.E. HOSPITAL JUAN PABLO II ARATOCA,89376902,
68077,SANTANDER,BARBOSA,EPSS37,NUEVA EPS,890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,23256000,
68077,SANTANDER,BARBOSA,EPSS41,NUEVA EPS,890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,137696166,
68077,SANTANDER,BARBOSA,ESS024,COOSALUD,890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,38653726,
68077,SANTANDER,BARBOSA,ESS062,ASMET SALUD,890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,30698295,
68077,SANTANDER,BARBOSA,ESS062,ASMET SALUD,900249425,PHARMASAN S.A.S.,9006866,
68079,SANTANDER,BARICHARA,EPSS37,NUEVA EPS,890202002,ESE HOSPITAL SAN JUAN DE DIOS DE BARICHARA,4137381,
68079,SANTANDER,BARICHARA,EPSS41,NUEVA EPS,890202002,ESE HOSPITAL SAN JUAN DE DIOS DE BARICHARA,5474326,
68079,SANTANDER,BARICHARA,ESS024,COOSALUD,890202002,ESE HOSPITAL SAN JUAN DE DIOS DE BARICHARA,79376151,
68081,SANTANDER,BARRANCABERMEJA,EPSS41,NUEVA EPS,829001846,EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,727513656,
68081,SANTANDER,BARRANCABERMEJA,ESS024,COOSALUD,829001846,EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,184574496,
68081,SANTANDER,BARRANCABERMEJA,ESS062,ASMET SALUD,829001846,EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,187847349,
68081,SANTANDER,BARRANCABERMEJA,ESS062,ASMET SALUD,900249425,PHARMASAN S.A.S.,50026594,
68101,SANTANDER,BOLIVAR,EPSS37,NUEVA EPS,804003072,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,1114608,
68101,SANTANDER,BOLIVAR,EPSS41,NUEVA EPS,804003072,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,17254502,
68101,SANTANDER,BOLIVAR,ESS024,COOSALUD,804003072,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,75523951,
68121,SANTANDER,CABRERA,ESS024,COOSALUD,804014637,ESE CENTRO DE SALUD SAN PEDRO DE CABRERA,16867395,
68160,SANTANDER,CEPITA,ESS024,COOSALUD,804015655,EMPRESA SOCIAL DEL ESTADO CEPITA,9538100,
68162,SANTANDER,CERRITO,EPSS41,NUEVA EPS,901479932,FUNDACION AGU' WATAUTAM IPS I,18009000,
68167,SANTANDER,CHARALA,EPSS37,NUEVA EPS,900192428,ESE. HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,6559438,
68167,SANTANDER,CHARALA,EPSS41,NUEVA EPS,900192428,ESE. HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,27578656,
68167,SANTANDER,CHARALA,ESS024,COOSALUD,900192428,ESE. HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,95535732,
68176,SANTANDER,CHIMA,EPSS37,NUEVA EPS,890204581,ESE HOSPITAL SAN ROQUE DE CHIMA,1055100,
68176,SANTANDER,CHIMA,EPSS41,NUEVA EPS,890204581,ESE HOSPITAL SAN ROQUE DE CHIMA,7402474,
68179,SANTANDER,CHIPATA,EPSS41,NUEVA EPS,804016288,ESE DIVINO NIÑO JESUS,10270560,
68190,SANTANDER,CIMITARRA,EPSS37,NUEVA EPS,890204895,E.S.E HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,9498024,
68190,SANTANDER,CIMITARRA,EPSS41,NUEVA EPS,890204895,E.S.E HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,48889513,
68190,SANTANDER,CIMITARRA,ESS024,COOSALUD,890204895,E.S.E HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,299389686,
68209,SANTANDER,CONFINES,EPSS37,NUEVA EPS,804012398,ESE CENTRO DE SALUD SAN CAYETANO,20397549,
68211,SANTANDER,CONTRATACION,ESS024,COOSALUD,890205335,SANATORIO DE CONTRATACION EMPRESA SOCIAL DEL ESTADO,41121202,
68217,SANTANDER,COROMORO,ESS024,COOSALUD,804008515,EMPRESA SOCIAL DEL ESTADO COROMORO,99311021,
68229,SANTANDER,CURITI,EPSS37,NUEVA EPS,890202066,ESE HOSPITAL INTEGRADO SAN ROQUE DE CURITI,2421975,
68229,SANTANDER,CURITI,EPSS41,NUEVA EPS,890202066,ESE HOSPITAL INTEGRADO SAN ROQUE DE CURITI,23712199,
68229,SANTANDER,CURITI,ESS024,COOSALUD,890202066,ESE HOSPITAL INTEGRADO SAN ROQUE DE CURITI,83559130,
68235,SANTANDER,EL CARMEN,EPSS37,NUEVA EPS,804016365,E.S.E. HOSPITAL EL CARMEN,5624148,
68235,SANTANDER,EL CARMEN,EPSS41,NUEVA EPS,804016365,E.S.E. HOSPITAL EL CARMEN,86297307,
68235,SANTANDER,EL CARMEN,ESS062,ASMET SALUD,804016365,E.S.E. HOSPITAL EL CARMEN,85242934,
68245,SANTANDER,EL GUACAMAYO,ESS024,COOSALUD,804007611,ESE CENTRO DE SALUD JUAN SOLERI,22219014,
68250,SANTANDER,EL PEÑON,EPSS41,NUEVA EPS,900000615,E.S.E HOSPITAL EL PEÑÓN SANTANDER,7612889,
68250,SANTANDER,EL PEÑON,ESS024,COOSALUD,900000615,E.S.E HOSPITAL EL PEÑÓN SANTANDER,59325480,
68255,SANTANDER,EL PLAYON,EPSS37,NUEVA EPS,804005555,E.S.E. HOSPITAL SANTO DOMINGO SAVIO,5821942,
68255,SANTANDER,EL PLAYON,EPSS37,NUEVA EPS,804016971,MEDICAL CENTER SAS,3052000,
68255,SANTANDER,EL PLAYON,EPSS41,NUEVA EPS,804005555,E.S.E. HOSPITAL SANTO DOMINGO SAVIO,109733332,
68264,SANTANDER,ENCINO,EPSS37,NUEVA EPS,804015007,E.S.E CENTRO DE SALUD ENCINO,1056390,
68264,SANTANDER,ENCINO,ESS024,COOSALUD,804015007,E.S.E CENTRO DE SALUD ENCINO,31365396,
68271,SANTANDER,FLORIAN,EPSS37,NUEVA EPS,804008698,EMPRESA SOCIAL DEL ESTADO SAN JOSE DE FLORIAN,1746005,
68271,SANTANDER,FLORIAN,EPSS41,NUEVA EPS,804008698,EMPRESA SOCIAL DEL ESTADO SAN JOSE DE FLORIAN,22955371,
68271,SANTANDER,FLORIAN,ESS024,COOSALUD,804008698,EMPRESA SOCIAL DEL ESTADO SAN JOSE DE FLORIAN,53221480,
68276,SANTANDER,FLORIDABLANCA,EPSS37,NUEVA EPS,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,72493254,
68276,SANTANDER,FLORIDABLANCA,EPSS37,NUEVA EPS,900900178,RED INTEGRADA SALUD COLOMBIA IPS S.A.S (REDINSALUD IPS S.A.S),334834,
68276,SANTANDER,FLORIDABLANCA,EPSS41,NUEVA EPS,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,461934789,
68276,SANTANDER,FLORIDABLANCA,EPSS46,FUNDACIÓN SALUD MIA,890212568,FUNDACION CARDIOVASCULAR DE COLOMBIA,24316541,
68276,SANTANDER,FLORIDABLANCA,ESS024,COOSALUD,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,231150024,
68276,SANTANDER,FLORIDABLANCA,ESS062,ASMET SALUD,900249425,PHARMASAN S.A.S.,39884547,
68296,SANTANDER,GALAN,ESS024,COOSALUD,890201933,ESE HOSPITAL SAN JUAN DE DIOS DEL MUNICIPIO DE GALAN SANTANDER,48651346,
68298,SANTANDER,GAMBITA,EPSS37,NUEVA EPS,890203373,ESE HOSPITAL CAICEDO Y FLOREZ,1599856,
68298,SANTANDER,GAMBITA,EPSS41,NUEVA EPS,890203373,ESE HOSPITAL CAICEDO Y FLOREZ,18841758,
68307,SANTANDER,GIRON,EPSS37,NUEVA EPS,890203242,CLÍNICA GIRON ESE,39781921,
68307,SANTANDER,GIRON,EPSS41,NUEVA EPS,890203242,CLÍNICA GIRON ESE,249397658,
68307,SANTANDER,GIRON,ESS024,COOSALUD,890203242,CLÍNICA GIRON ESE,402486427,
68320,SANTANDER,GUADALUPE,ESS024,COOSALUD,900186802,ESE HOSPITAL NUESTRA SEÑORA DE GUADALUPE,57286200,
68322,SANTANDER,GUAPOTA,EPSS37,NUEVA EPS,804007868,ESE SAN CAYETANO DE GUAPOTA,1186612,
68322,SANTANDER,GUAPOTA,ESS024,COOSALUD,804007868,ESE SAN CAYETANO DE GUAPOTA,24352565,
68324,SANTANDER,GUAVATA,EPSS37,NUEVA EPS,804010394,ESE SAN JOSE DE GUAVATA,1324970,
68324,SANTANDER,GUAVATA,EPSS41,NUEVA EPS,804010394,ESE SAN JOSE DE GUAVATA,46051660,
68327,SANTANDER,GUEPSA,EPSS37,NUEVA EPS,804015164,E.S.E. CENTRO DE SALUD SAN ROQUE,1011404,
68327,SANTANDER,GUEPSA,EPSS41,NUEVA EPS,804015164,E.S.E. CENTRO DE SALUD SAN ROQUE,29651888,
68344,SANTANDER,HATO,EPSS37,NUEVA EPS,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,1174940,
68344,SANTANDER,HATO,EPSS41,NUEVA EPS,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,21732682,
68368,SANTANDER,JESUS MARIA,ESS024,COOSALUD,890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,36943648,
68377,SANTANDER,LA BELLEZA,EPSS41,NUEVA EPS,804008770,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN,8474469,
68377,SANTANDER,LA BELLEZA,ESS024,COOSALUD,804008770,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN,98784352,
68385,SANTANDER,LANDAZURI,EPSS37,NUEVA EPS,890205516,E.S.E HOSPITAL INTEGRADO DE LANDAZURI,11331758,
68385,SANTANDER,LANDAZURI,EPSS41,NUEVA EPS,890205516,E.S.E HOSPITAL INTEGRADO DE LANDAZURI,117799263,
68397,SANTANDER,LA PAZ,EPSS37,NUEVA EPS,804015920,E.S.E NUESTRA SEÑORA DE LA PAZ,1817448,
68397,SANTANDER,LA PAZ,ESS024,COOSALUD,804015920,E.S.E NUESTRA SEÑORA DE LA PAZ,54924477,
68406,SANTANDER,LEBRIJA,EPSS37,NUEVA EPS,890203436,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,17695810,
68406,SANTANDER,LEBRIJA,EPSS41,NUEVA EPS,890203436,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,90157743,
68406,SANTANDER,LEBRIJA,ESS024,COOSALUD,890203436,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,225577654,
68418,SANTANDER,LOS SANTOS,EPSS37,NUEVA EPS,900005067,ESE NUESTRA SEÑORA DE LAS NIEVES,4524312,
68418,SANTANDER,LOS SANTOS,EPSS41,NUEVA EPS,900005067,ESE NUESTRA SEÑORA DE LAS NIEVES,58816056,
68444,SANTANDER,MATANZA,EPSS37,NUEVA EPS,890210222,ESE HOSPITAL SAN RAFAEL DE MATANZA,2036016,
68444,SANTANDER,MATANZA,EPSS41,NUEVA EPS,890210222,ESE HOSPITAL SAN RAFAEL DE MATANZA,59232984,
68464,SANTANDER,MOGOTES,EPSS37,NUEVA EPS,890204659,ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES SANTANDER.,2242432,
68464,SANTANDER,MOGOTES,EPSS41,NUEVA EPS,890204659,ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES SANTANDER.,137313922,
68498,SANTANDER,OCAMONTE,ESS024,COOSALUD,804015127,EMPRESA SOCIAL DEL ESTADO DE OCAMONTE SANTANDER,50297293,
68500,SANTANDER,OIBA,EPSS37,NUEVA EPS,890203563,ESE HOSPITAL SAN RAFAEL,8651346,
68500,SANTANDER,OIBA,EPSS41,NUEVA EPS,890203563,ESE HOSPITAL SAN RAFAEL,67703948,
68502,SANTANDER,ONZAGA,EPSS41,NUEVA EPS,890200965,E.S.E. HOSPITAL INTEGRADO SAN VICENTE DE PAUL,51529660,
68522,SANTANDER,PALMAR,EPSS41,NUEVA EPS,804013885,ESE ANDRES CALA PIMENTEL,9966554,
68524,SANTANDER,PALMAS DEL SOCORRO,EPSS37,NUEVA EPS,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,397672,
68524,SANTANDER,PALMAS DEL SOCORRO,EPSS41,NUEVA EPS,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,1952208,
68533,SANTANDER,PARAMO,ESS024,COOSALUD,804014835,E.S.E CENTRO DE SALUD MUNICIPIO DE PARAMO,53349616,
68547,SANTANDER,PIEDECUESTA,EPSS37,NUEVA EPS,900066345,E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,47810880,
68547,SANTANDER,PIEDECUESTA,EPSS41,NUEVA EPS,900066345,E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,451530876,
68547,SANTANDER,PIEDECUESTA,EPSS46,FUNDACIÓN SALUD MIA,890212568,FUNDACION CARDIOVASCULAR DE COLOMBIA,190549271,
68549,SANTANDER,PINCHOTE,EPSS41,NUEVA EPS,804015047,ESE SAN ANTONIO DE PADUA DEL MUNICIPIO DE PINCHOTE,11357989,
68572,SANTANDER,PUENTE NACIONAL,EPSS37,NUEVA EPS,890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,3038157,
68572,SANTANDER,PUENTE NACIONAL,EPSS41,NUEVA EPS,890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,29297783,
68572,SANTANDER,PUENTE NACIONAL,ESS024,COOSALUD,890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,89316964,
68573,SANTANDER,PUERTO PARRA,EPSS37,NUEVA EPS,829003945,ESE CENTRO DE SALUD PUERTO PARRA,9683433,
68573,SANTANDER,PUERTO PARRA,EPSS41,NUEVA EPS,829003945,ESE CENTRO DE SALUD PUERTO PARRA,19198028,
68575,SANTANDER,PUERTO WILCHES,EPSS37,NUEVA EPS,890201724,E.S.E EDMUNDO GERMAN ARIAS DUARTE,18838116,
68575,SANTANDER,PUERTO WILCHES,EPSS37,NUEVA EPS,900900178,RED INTEGRADA SALUD COLOMBIA IPS S.A.S (REDINSALUD IPS S.A.S),1685716,
68575,SANTANDER,PUERTO WILCHES,EPSS41,NUEVA EPS,890201724,E.S.E EDMUNDO GERMAN ARIAS DUARTE,115138695,
68575,SANTANDER,PUERTO WILCHES,ESS024,COOSALUD,890201724,E.S.E EDMUNDO GERMAN ARIAS DUARTE,90527129,
68615,SANTANDER,RIONEGRO,EPSS37,NUEVA EPS,890204360,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,12091408,
68615,SANTANDER,RIONEGRO,EPSS41,NUEVA EPS,890204360,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,73604922,
68615,SANTANDER,RIONEGRO,ESS024,COOSALUD,890204360,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,155101678,
68655,SANTANDER,SABANA DE TORRES,EPSS37,NUEVA EPS,800064543,E.S.E. HOSPITAL INTEGRADO SABANA DE TORRES,44037973,
68655,SANTANDER,SABANA DE TORRES,EPSS37,NUEVA EPS,804017719,COOPERATIVA MULTIACTIVA DE TRABAJADORES SANTANDEREANOS SALUD FAMILIA LTDA,2539350,
68655,SANTANDER,SABANA DE TORRES,EPSS41,NUEVA EPS,800064543,E.S.E. HOSPITAL INTEGRADO SABANA DE TORRES,124453406,
68679,SANTANDER,SAN GIL,EPSS37,NUEVA EPS,900066347,E.S.E. HOSPITAL REGIONAL SAN GIL,21534915,
68679,SANTANDER,SAN GIL,EPSS41,NUEVA EPS,900066347,E.S.E. HOSPITAL REGIONAL SAN GIL,196532888,
68689,SANTANDER,SAN VICENTE DE CHUCURI,EPSS37,NUEVA EPS,804016365,E.S.E. HOSPITAL EL CARMEN,8694036,
68689,SANTANDER,SAN VICENTE DE CHUCURI,EPSS37,NUEVA EPS,829002681,SALUD RH LTDA,2342057,
68689,SANTANDER,SAN VICENTE DE CHUCURI,EPSS41,NUEVA EPS,804016365,E.S.E. HOSPITAL EL CARMEN,89135304,
68705,SANTANDER,SANTA BARBARA,EPSS37,NUEVA EPS,804008273,ESE CENTRO DE SALUD SANTA BARBARA,1293020,
68705,SANTANDER,SANTA BARBARA,EPSS41,NUEVA EPS,804008273,ESE CENTRO DE SALUD SANTA BARBARA,18765282,
68720,SANTANDER,SANTA HELENA DEL OPON,ESS024,COOSALUD,804010718,E.S.E. CENTRO DE SALUD JAIME MICHEL,60278630,
68745,SANTANDER,SIMACOTA,EPSS41,NUEVA EPS,890203887,ESE HOSPITAL INTEGRADO SAN ROQUE,15118960,
68745,SANTANDER,SIMACOTA,ESS024,COOSALUD,890203887,ESE HOSPITAL INTEGRADO SAN ROQUE,78238228,
68755,SANTANDER,SOCORRO,EPSS37,NUEVA EPS,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,10502156,
68755,SANTANDER,SOCORRO,EPSS41,NUEVA EPS,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,70202528,
68755,SANTANDER,SOCORRO,ESS024,COOSALUD,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,101743822,
68770,SANTANDER,SUAITA,EPSS37,NUEVA EPS,890203373,ESE HOSPITAL CAICEDO Y FLOREZ,5980054,
68770,SANTANDER,SUAITA,EPSS41,NUEVA EPS,890203373,ESE HOSPITAL CAICEDO Y FLOREZ,53768047,
68773,SANTANDER,SUCRE,ESS024,COOSALUD,804008746,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SUCRE,100299998,
68780,SANTANDER,SURATA,ESS024,COOSALUD,804005751,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN SEBASTIAN SURATA,40016276,
68820,SANTANDER,TONA,EPSS41,NUEVA EPS,804005695,ESE. SAN ISIDRO DEL MUNICIPIO DE TONA,12756267,
68855,SANTANDER,VALLE DE SAN JOSE,EPSS37,NUEVA EPS,890205655,ESE HOSPITAL SAN JOSE,4648074,
68855,SANTANDER,VALLE DE SAN JOSE,ESS024,COOSALUD,890205655,ESE HOSPITAL SAN JOSE,65227822,
68861,SANTANDER,VELEZ,EPSS37,NUEVA EPS,900067136,E.S.E. HOSPITAL REGIONAL DE VELEZ,8046792,
68861,SANTANDER,VELEZ,EPSS41,NUEVA EPS,900067136,E.S.E. HOSPITAL REGIONAL DE VELEZ,108314594,
68872,SANTANDER,VILLANUEVA,EPSS37,NUEVA EPS,804005182,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CAMILO RUEDA,2412315,
68872,SANTANDER,VILLANUEVA,EPSS41,NUEVA EPS,804005182,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CAMILO RUEDA,53535524,
68895,SANTANDER,ZAPATOCA,EPSS37,NUEVA EPS,900101736,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES GESTIONARBIENESTAR,5901310,
68895,SANTANDER,ZAPATOCA,EPSS41,NUEVA EPS,900101736,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES GESTIONARBIENESTAR,9791911,
70001,SUCRE,SINCELEJO,CCF033,EPS FAMILIAR DE COLOMBIA,823001518,E.S.E UNIDAD DE SALUD SAN FRANCISCO DE ASIS,322991000,
70001,SUCRE,SINCELEJO,CCF033,EPS FAMILIAR DE COLOMBIA,823003836,IPS SALUD A TU LADO SAS,7378000,
70001,SUCRE,SINCELEJO,CCF033,EPS FAMILIAR DE COLOMBIA,900656493,IPS PUNTO VITAL SAS,86123000,
70001,SUCRE,SINCELEJO,CCF033,EPS FAMILIAR DE COLOMBIA,900830345,IPS SALUD PARA SUCRE SAS,4906000,
70001,SUCRE,SINCELEJO,CCF033,EPS FAMILIAR DE COLOMBIA,900943534,DIAGNOSTISALUD S.A.S,9961000,
70001,SUCRE,SINCELEJO,CCF033,EPS FAMILIAR DE COLOMBIA,901349450,COUNTRY SALUD IPS SAS,42551000,
70001,SUCRE,SINCELEJO,CCF033,EPS FAMILIAR DE COLOMBIA,901483168,GHG GLOBAL HEALTH GROUP SAS,306469000,
70001,SUCRE,SINCELEJO,CCF055,CAJACOPI,823001518,E.S.E UNIDAD DE SALUD SAN FRANCISCO DE ASIS,139962920,
70001,SUCRE,SINCELEJO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,19461442,
70001,SUCRE,SINCELEJO,CCF055,CAJACOPI,900656493,IPS PUNTO VITAL SAS,6986133,
70001,SUCRE,SINCELEJO,CCF055,CAJACOPI,900830345,IPS SALUD PARA SUCRE SAS,17056182,
70001,SUCRE,SINCELEJO,CCF055,CAJACOPI,901203037,HECAR IPS S.A.S,23485140,
70001,SUCRE,SINCELEJO,EPSS02,SALUD TOTAL,800003765,VIRREY SOLIS IPS SA,279433270,
70001,SUCRE,SINCELEJO,EPSS02,SALUD TOTAL,823000878,ESE CENTRO DE SALUD CARTAGENA DE INDIAS COROZAL,31824000,
70001,SUCRE,SINCELEJO,EPSS02,SALUD TOTAL,900017536,IPS SALUD INTEGRAL DE SUCRE SAS,78159900,
70001,SUCRE,SINCELEJO,EPSS02,SALUD TOTAL,900119472,IPS TOLUSALUD LTDA,73762150,
70001,SUCRE,SINCELEJO,EPSS37,NUEVA EPS,823001518,E.S.E UNIDAD DE SALUD SAN FRANCISCO DE ASIS,14944366,
70001,SUCRE,SINCELEJO,EPSS41,NUEVA EPS,823001518,E.S.E UNIDAD DE SALUD SAN FRANCISCO DE ASIS,411920436,
70001,SUCRE,SINCELEJO,ESS024,COOSALUD,823001518,E.S.E UNIDAD DE SALUD SAN FRANCISCO DE ASIS,770750934,
70001,SUCRE,SINCELEJO,ESS024,COOSALUD,900060004,GUACARI IPS INDIGENA S.A.S,384346199,
70001,SUCRE,SINCELEJO,ESS207,MUTUAL SER,823001518,E.S.E UNIDAD DE SALUD SAN FRANCISCO DE ASIS,766737487,
70001,SUCRE,SINCELEJO,ESS207,MUTUAL SER,900219120,VIVA 1A IPS SA,40211390,
70110,SUCRE,BUENAVISTA,CCF033,EPS FAMILIAR DE COLOMBIA,823002149,CENTRO DE SALUD SANTA LUCIA E.S.E.,7103000,
70110,SUCRE,BUENAVISTA,ESS207,MUTUAL SER,823002149,CENTRO DE SALUD SANTA LUCIA E.S.E.,30978245,
70124,SUCRE,CAIMITO,CCF055,CAJACOPI,823001943,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE CAIMITO,35740763,
70124,SUCRE,CAIMITO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2281279,
70124,SUCRE,CAIMITO,EPSS37,NUEVA EPS,823001943,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE CAIMITO,1653888,
70124,SUCRE,CAIMITO,EPSS37,NUEVA EPS,823004895,UNIDAD MEDICA INTEGRAL DEL SAN JORGE LIMITADA,65856,
70124,SUCRE,CAIMITO,EPSS41,NUEVA EPS,823001943,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE CAIMITO,126126188,
70124,SUCRE,CAIMITO,EPSS41,NUEVA EPS,823004895,UNIDAD MEDICA INTEGRAL DEL SAN JORGE LIMITADA,5022206,
70124,SUCRE,CAIMITO,ESS024,COOSALUD,823001943,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE CAIMITO,25761368,
