DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO ENERO 2023,OBSERVACIÓN
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,800003765,VIRREY SOLIS IPS SA,737472598,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,800004808,CLÍNICA SANTA CLARA SAS,3221630,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,816001182,AUDIFARMA S.A.,331942236,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,336532080,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,890000600,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA MISERICORDIA IPS,25765300,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891401643,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,95648572,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891401777,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTUARIO,59346885,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891408747,ESE HOSPITAL SAN JOSE MARSELLA,70041048,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891408918,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,29076667,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891409017,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL APIA,60392456,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891411663,ESE HOSPITAL SANTA MÓNICA,234356374,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891411665,EMPRESA SOCIAL DEL ESTADO HOSPITAL CRISTO REY,35050077,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891412126,ESE HOSPITAL SAN VICENTE DE PAUL.,99651336,
66001,RISARALDA,PEREIRA,EPSS02,SALUD TOTAL,891480036,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,179749172,
66001,RISARALDA,PEREIRA,EPSS10,SURAMERICANA,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,214605734,
66001,RISARALDA,PEREIRA,EPSS10,SURAMERICANA,891480000,CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA,27322385,
66001,RISARALDA,PEREIRA,EPSS37,LA NUEVA EPS S.A.,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,90330583,
66001,RISARALDA,PEREIRA,EPSS37,LA NUEVA EPS S.A.,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,21146400,
66001,RISARALDA,PEREIRA,EPSS41,NUEVA EPS,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,185004000,
66001,RISARALDA,PEREIRA,ESS024,COOSALUD EPS S.A.,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,360354752,
66001,RISARALDA,PEREIRA,ESS062,ASMET SALUD,816005003,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,1442540362,
66001,RISARALDA,PEREIRA,ESS062,ASMET SALUD,901011395,IPS HORIZONTE SOCIAL LA ESPERANZA SOCIEDAD POR ACCIONES SIMPLIFICADA,106312238,
66045,RISARALDA,APIA,ESS062,ASMET SALUD,891409017,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL APIA,77729954,
66075,RISARALDA,BALBOA,ESS062,ASMET SALUD,891411665,EMPRESA SOCIAL DEL ESTADO HOSPITAL CRISTO REY,55051444,
66088,RISARALDA,BELEN DE UMBRIA,EPSS37,LA NUEVA EPS S.A.,891408918,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,21566119,
66088,RISARALDA,BELEN DE UMBRIA,EPSS41,NUEVA EPS,891408918,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,91352718,
66088,RISARALDA,BELEN DE UMBRIA,ESS062,ASMET SALUD,891408918,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,302204046,
66170,RISARALDA,DOS QUEBRADAS,EPSS37,LA NUEVA EPS S.A.,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,38918667,
66170,RISARALDA,DOS QUEBRADAS,EPSS37,LA NUEVA EPS S.A.,891411663,ESE HOSPITAL SANTA MÓNICA,8251200,
66170,RISARALDA,DOS QUEBRADAS,EPSS41,NUEVA EPS,891411663,ESE HOSPITAL SANTA MÓNICA,133704000,
66170,RISARALDA,DOS QUEBRADAS,ESS062,ASMET SALUD,891411663,ESE HOSPITAL SANTA MÓNICA,772661072,
66170,RISARALDA,DOS QUEBRADAS,ESS062,ASMET SALUD,901011395,IPS HORIZONTE SOCIAL LA ESPERANZA SOCIEDAD POR ACCIONES SIMPLIFICADA,58817559,
66318,RISARALDA,GUATICA,EPSI06,PIJAOSALUD,891410661,ESE HOSPITAL SANTA ANA,54698183,
66318,RISARALDA,GUATICA,EPSS37,LA NUEVA EPS S.A.,891410661,ESE HOSPITAL SANTA ANA,7691277,
66318,RISARALDA,GUATICA,EPSS41,NUEVA EPS,891410661,ESE HOSPITAL SANTA ANA,37220879,
66318,RISARALDA,GUATICA,ESS024,COOSALUD EPS S.A.,891410661,ESE HOSPITAL SANTA ANA,23931600,
66318,RISARALDA,GUATICA,ESS062,ASMET SALUD,891410661,ESE HOSPITAL SANTA ANA,88598984,
66383,RISARALDA,LA CELIA,ESS062,ASMET SALUD,800099124,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,62685600,
66400,RISARALDA,LA VIRGINIA,EPSS37,LA NUEVA EPS S.A.,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,28173248,
66400,RISARALDA,LA VIRGINIA,EPSS37,LA NUEVA EPS S.A.,891401643,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,4114000,
66400,RISARALDA,LA VIRGINIA,EPSS41,NUEVA EPS,891401643,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,89188000,
66400,RISARALDA,LA VIRGINIA,ESS024,COOSALUD EPS S.A.,891401643,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,67758000,
66400,RISARALDA,LA VIRGINIA,ESS062,ASMET SALUD,891401643,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,141358263,
66440,RISARALDA,MARSELLA,EPSI06,PIJAOSALUD,891408747,ESE HOSPITAL SAN JOSE MARSELLA,30448861,
66440,RISARALDA,MARSELLA,EPSS10,SURAMERICANA,891408747,ESE HOSPITAL SAN JOSE MARSELLA,72157162,
66440,RISARALDA,MARSELLA,ESS062,ASMET SALUD,891408747,ESE HOSPITAL SAN JOSE MARSELLA,60504331,
66456,RISARALDA,MISTRATO,EPSI06,PIJAOSALUD,891412126,ESE HOSPITAL SAN VICENTE DE PAUL.,186958948,
66456,RISARALDA,MISTRATO,ESS062,ASMET SALUD,891412126,ESE HOSPITAL SAN VICENTE DE PAUL.,68794504,
66572,RISARALDA,PUEBLO RICO,EPSI06,PIJAOSALUD,891409025,ESE HOSPITAL SAN RAFAEL,260383953,
66572,RISARALDA,PUEBLO RICO,EPSS37,LA NUEVA EPS S.A.,891409025,ESE HOSPITAL SAN RAFAEL,1084800,
66572,RISARALDA,PUEBLO RICO,EPSS41,NUEVA EPS,891409025,ESE HOSPITAL SAN RAFAEL,46217000,
66572,RISARALDA,PUEBLO RICO,ESS024,COOSALUD EPS S.A.,891409025,ESE HOSPITAL SAN RAFAEL,22031266,
66572,RISARALDA,PUEBLO RICO,ESS062,ASMET SALUD,891409025,ESE HOSPITAL SAN RAFAEL,61720097,
66594,RISARALDA,QUINCHIA,EPSI06,PIJAOSALUD,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,138895511,
66594,RISARALDA,QUINCHIA,EPSS37,LA NUEVA EPS S.A.,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,2402085,
66594,RISARALDA,QUINCHIA,EPSS41,NUEVA EPS,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,88099327,
66594,RISARALDA,QUINCHIA,ESS024,COOSALUD EPS S.A.,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,53408492,
66594,RISARALDA,QUINCHIA,ESS062,ASMET SALUD,891401308,EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,185304536,
66682,RISARALDA,SANTA ROSA DE CABAL,EPSS37,LA NUEVA EPS S.A.,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,37145212,
66682,RISARALDA,SANTA ROSA DE CABAL,EPSS37,LA NUEVA EPS S.A.,891480036,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,5567134,
66682,RISARALDA,SANTA ROSA DE CABAL,EPSS41,NUEVA EPS,891480036,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,135409162,
66682,RISARALDA,SANTA ROSA DE CABAL,ESS062,ASMET SALUD,891480036,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,335944720,
66687,RISARALDA,SANTUARIO,ESS062,ASMET SALUD,891401777,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTUARIO,63346272,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,10048000,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,890203242,CLÍNICA GIRON ESE,26045120,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,890204360,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,35512301,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,900038024,ALIANZA DIAGNOSTICA S.A.,400805358,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,900394021,MEDICLINICOS IPS S.A.S,32817668,
68001,SANTANDER,BUCARAMANGA,EPSS02,SALUD TOTAL,900798032,M&S SOLUTIONS SAS,8946809,
68001,SANTANDER,BUCARAMANGA,EPSS41,NUEVA EPS,800084206,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,622227517,
68001,SANTANDER,BUCARAMANGA,ESS024,COOSALUD EPS S.A.,800084206,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,1007943540,
68001,SANTANDER,BUCARAMANGA,ESS062,ASMET SALUD,800084206,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,554792298,
68001,SANTANDER,BUCARAMANGA,ESS062,ASMET SALUD,900249425,PHARMASAN S.A.S.,131741945,
68013,SANTANDER,AGUADA,EPSS41,NUEVA EPS,804015154,E.S.E CENTRO DE SALUD HERMANA GERTRUDIS,15359740,
68020,SANTANDER,ALBANIA,ESS024,COOSALUD EPS S.A.,804009658,ESE BLANCA ALICIA HERNANDEZ,45366618,
68051,SANTANDER,ARATOCA,ESS024,COOSALUD EPS S.A.,800193904,E.S.E. HOSPITAL JUAN PABLO II ARATOCA,89376902,
68077,SANTANDER,BARBOSA,EPSS37,LA NUEVA EPS S.A.,890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,23256000,
68077,SANTANDER,BARBOSA,EPSS41,NUEVA EPS,890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,137696166,
68077,SANTANDER,BARBOSA,ESS024,COOSALUD EPS S.A.,890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,38653726,
68077,SANTANDER,BARBOSA,ESS062,ASMET SALUD,890205456,ESE HOSPITAL INTEGRADO SAN BERNARDO,30698295,
68077,SANTANDER,BARBOSA,ESS062,ASMET SALUD,900249425,PHARMASAN S.A.S.,9006866,
68079,SANTANDER,BARICHARA,EPSS37,LA NUEVA EPS S.A.,890202002,ESE HOSPITAL SAN JUAN DE DIOS DE BARICHARA,4137381,
68079,SANTANDER,BARICHARA,EPSS41,NUEVA EPS,890202002,ESE HOSPITAL SAN JUAN DE DIOS DE BARICHARA,5474326,
68079,SANTANDER,BARICHARA,ESS024,COOSALUD EPS S.A.,890202002,ESE HOSPITAL SAN JUAN DE DIOS DE BARICHARA,79376151,
68081,SANTANDER,BARRANCABERMEJA,ESS024,COOSALUD EPS S.A.,829001846,EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,167424000,
68081,SANTANDER,BARRANCABERMEJA,ESS062,ASMET SALUD,829001846,EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,187847349,
68081,SANTANDER,BARRANCABERMEJA,ESS062,ASMET SALUD,900249425,PHARMASAN S.A.S.,50026594,
68101,SANTANDER,BOLIVAR,EPSS37,LA NUEVA EPS S.A.,804003072,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,1114608,
68101,SANTANDER,BOLIVAR,EPSS41,NUEVA EPS,804003072,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,17254502,
68101,SANTANDER,BOLIVAR,ESS024,COOSALUD EPS S.A.,804003072,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,75523951,
68121,SANTANDER,CABRERA,ESS024,COOSALUD EPS S.A.,804014637,ESE CENTRO DE SALUD SAN PEDRO DE CABRERA,16867395,
68160,SANTANDER,CEPITA,ESS024,COOSALUD EPS S.A.,804015655,EMPRESA SOCIAL DEL ESTADO CEPITA,10210200,
68162,SANTANDER,CERRITO,EPSS41,NUEVA EPS,901479932,FUNDACION AGU' WATAUTAM IPS I,18009000,
68167,SANTANDER,CHARALA,EPSS37,LA NUEVA EPS S.A.,900192428,ESE. HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,6559438,
68167,SANTANDER,CHARALA,EPSS41,NUEVA EPS,900192428,ESE. HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,27578656,
68167,SANTANDER,CHARALA,ESS024,COOSALUD EPS S.A.,900192428,ESE. HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,95535732,
68176,SANTANDER,CHIMA,EPSS37,LA NUEVA EPS S.A.,890204581,ESE HOSPITAL SAN ROQUE DE CHIMA,1055100,
68176,SANTANDER,CHIMA,EPSS41,NUEVA EPS,890204581,ESE HOSPITAL SAN ROQUE DE CHIMA,7402474,
68190,SANTANDER,CIMITARRA,EPSS37,LA NUEVA EPS S.A.,890204895,E.S.E HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,9498024,
68190,SANTANDER,CIMITARRA,EPSS41,NUEVA EPS,890204895,E.S.E HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,48889513,
68190,SANTANDER,CIMITARRA,ESS024,COOSALUD EPS S.A.,890204895,E.S.E HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,299389686,
68211,SANTANDER,CONTRATACION,ESS024,COOSALUD EPS S.A.,890205335,SANATORIO DE CONTRATACION EMPRESA SOCIAL DEL ESTADO,41121202,
68217,SANTANDER,COROMORO,ESS024,COOSALUD EPS S.A.,804008515,EMPRESA SOCIAL DEL ESTADO COROMORO,86528887,
68229,SANTANDER,CURITI,EPSS37,LA NUEVA EPS S.A.,890202066,ESE HOSPITAL INTEGRADO SAN ROQUE DE CURITI,2421975,
68229,SANTANDER,CURITI,EPSS41,NUEVA EPS,890202066,ESE HOSPITAL INTEGRADO SAN ROQUE DE CURITI,23712199,
68229,SANTANDER,CURITI,ESS024,COOSALUD EPS S.A.,890202066,ESE HOSPITAL INTEGRADO SAN ROQUE DE CURITI,83559130,
68235,SANTANDER,EL CARMEN,EPSS37,LA NUEVA EPS S.A.,804016365,E.S.E. HOSPITAL EL CARMEN,5624148,
68235,SANTANDER,EL CARMEN,EPSS41,NUEVA EPS,804016365,E.S.E. HOSPITAL EL CARMEN,86297307,
68235,SANTANDER,EL CARMEN,ESS062,ASMET SALUD,804016365,E.S.E. HOSPITAL EL CARMEN,85242934,
68245,SANTANDER,EL GUACAMAYO,ESS024,COOSALUD EPS S.A.,804007611,ESE CENTRO DE SALUD JUAN SOLERI,20403066,
68250,SANTANDER,EL PEÑON,EPSS41,NUEVA EPS,900000615,E.S.E HOSPITAL EL PEÑÓN SANTANDER,7612889,
68250,SANTANDER,EL PEÑON,ESS024,COOSALUD EPS S.A.,900000615,E.S.E HOSPITAL EL PEÑÓN SANTANDER,62924640,
68255,SANTANDER,EL PLAYON,EPSS37,LA NUEVA EPS S.A.,804005555,E.S.E. HOSPITAL SANTO DOMINGO SAVIO,5821942,
68255,SANTANDER,EL PLAYON,EPSS37,LA NUEVA EPS S.A.,804016971,MEDICAL CENTER SAS,3052000,
68255,SANTANDER,EL PLAYON,EPSS41,NUEVA EPS,804005555,E.S.E. HOSPITAL SANTO DOMINGO SAVIO,109733332,
68264,SANTANDER,ENCINO,ESS024,COOSALUD EPS S.A.,804015007,E.S.E CENTRO DE SALUD ENCINO,31365396,
68271,SANTANDER,FLORIAN,EPSS37,LA NUEVA EPS S.A.,804008698,EMPRESA SOCIAL DEL ESTADO SAN JOSE DE FLORIAN,1746005,
68271,SANTANDER,FLORIAN,EPSS41,NUEVA EPS,804008698,EMPRESA SOCIAL DEL ESTADO SAN JOSE DE FLORIAN,20129807,
68271,SANTANDER,FLORIAN,ESS024,COOSALUD EPS S.A.,804008698,EMPRESA SOCIAL DEL ESTADO SAN JOSE DE FLORIAN,49740580,
68276,SANTANDER,FLORIDABLANCA,EPSS37,LA NUEVA EPS S.A.,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,72493254,
68276,SANTANDER,FLORIDABLANCA,EPSS37,LA NUEVA EPS S.A.,900900178,RED INTEGRADA SALUD COLOMBIA IPS S.A.S (REDINSALUD IPS S.A.S),334834,
68276,SANTANDER,FLORIDABLANCA,EPSS41,NUEVA EPS,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,461934789,
68276,SANTANDER,FLORIDABLANCA,EPSS46,FUNDACIÓN SALUD MIA EPS,890212568,FUNDACION CARDIOVASCULAR DE COLOMBIA,28019166,
68276,SANTANDER,FLORIDABLANCA,ESS024,COOSALUD EPS S.A.,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,231150024,
68276,SANTANDER,FLORIDABLANCA,ESS062,ASMET SALUD,804006936,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,149695805,
68276,SANTANDER,FLORIDABLANCA,ESS062,ASMET SALUD,900249425,PHARMASAN S.A.S.,39884547,
68296,SANTANDER,GALAN,ESS024,COOSALUD EPS S.A.,890201933,ESE HOSPITAL SAN JUAN DE DIOS DEL MUNICIPIO DE GALAN SANTANDER,46563356,
68298,SANTANDER,GAMBITA,EPSS37,LA NUEVA EPS S.A.,890203373,ESE HOSPITAL CAICEDO Y FLOREZ,1599856,
68298,SANTANDER,GAMBITA,EPSS41,NUEVA EPS,890203373,ESE HOSPITAL CAICEDO Y FLOREZ,18841758,
68307,SANTANDER,GIRON,EPSS37,LA NUEVA EPS S.A.,890203242,CLÍNICA GIRON ESE,39781921,
68307,SANTANDER,GIRON,EPSS41,NUEVA EPS,890203242,CLÍNICA GIRON ESE,249397658,
68307,SANTANDER,GIRON,EPSS46,FUNDACIÓN SALUD MIA EPS,900100089,VIDASER E.U.,11601136,
68307,SANTANDER,GIRON,ESS024,COOSALUD EPS S.A.,890203242,CLÍNICA GIRON ESE,402486427,
68320,SANTANDER,GUADALUPE,ESS024,COOSALUD EPS S.A.,900186802,ESE HOSPITAL NUESTRA SEÑORA DE GUADALUPE,57286200,
68322,SANTANDER,GUAPOTA,EPSS37,LA NUEVA EPS S.A.,804007868,ESE SAN CAYETANO DE GUAPOTA,1186612,
68322,SANTANDER,GUAPOTA,ESS024,COOSALUD EPS S.A.,804007868,ESE SAN CAYETANO DE GUAPOTA,22178513,
68324,SANTANDER,GUAVATA,EPSS37,LA NUEVA EPS S.A.,804010394,ESE SAN JOSE DE GUAVATA,1324970,
68324,SANTANDER,GUAVATA,EPSS41,NUEVA EPS,804010394,ESE SAN JOSE DE GUAVATA,43032126,
68327,SANTANDER,GUEPSA,EPSS37,LA NUEVA EPS S.A.,804015164,E.S.E. CENTRO DE SALUD SAN ROQUE,1011404,
68327,SANTANDER,GUEPSA,EPSS41,NUEVA EPS,804015164,E.S.E. CENTRO DE SALUD SAN ROQUE,29651888,
68344,SANTANDER,HATO,EPSS37,LA NUEVA EPS S.A.,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,1174940,
68344,SANTANDER,HATO,EPSS41,NUEVA EPS,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,21732682,
68368,SANTANDER,JESUS MARIA,ESS024,COOSALUD EPS S.A.,890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,37053831,
68377,SANTANDER,LA BELLEZA,EPSS41,NUEVA EPS,804008770,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN,8474469,
68377,SANTANDER,LA BELLEZA,ESS024,COOSALUD EPS S.A.,804008770,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN,98784352,
68385,SANTANDER,LANDAZURI,EPSS37,LA NUEVA EPS S.A.,890205516,E.S.E HOSPITAL INTEGRADO DE LANDAZURI,11331758,
68385,SANTANDER,LANDAZURI,EPSS41,NUEVA EPS,890205516,E.S.E HOSPITAL INTEGRADO DE LANDAZURI,117799263,
68397,SANTANDER,LA PAZ,EPSS37,LA NUEVA EPS S.A.,804015920,E.S.E NUESTRA SEÑORA DE LA PAZ,1817448,
68397,SANTANDER,LA PAZ,ESS024,COOSALUD EPS S.A.,804015920,E.S.E NUESTRA SEÑORA DE LA PAZ,54924477,
68406,SANTANDER,LEBRIJA,EPSS37,LA NUEVA EPS S.A.,890203436,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,17695810,
68406,SANTANDER,LEBRIJA,EPSS41,NUEVA EPS,890203436,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,90157743,
68406,SANTANDER,LEBRIJA,ESS024,COOSALUD EPS S.A.,890203436,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,231236315,
68418,SANTANDER,LOS SANTOS,EPSS37,LA NUEVA EPS S.A.,900005067,ESE NUESTRA SEÑORA DE LAS NIEVES,4524312,
68418,SANTANDER,LOS SANTOS,EPSS41,NUEVA EPS,900005067,ESE NUESTRA SEÑORA DE LAS NIEVES,58816056,
68432,SANTANDER,MALAGA,EPSS37,LA NUEVA EPS S.A.,900067169,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE GARCIA ROVIRA,6830174,
68432,SANTANDER,MALAGA,EPSS41,NUEVA EPS,900067169,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE GARCIA ROVIRA,24975827,
68444,SANTANDER,MATANZA,EPSS37,LA NUEVA EPS S.A.,890210222,ESE HOSPITAL SAN RAFAEL DE MATANZA,2036016,
68444,SANTANDER,MATANZA,EPSS41,NUEVA EPS,890210222,ESE HOSPITAL SAN RAFAEL DE MATANZA,52373044,
68464,SANTANDER,MOGOTES,EPSS37,LA NUEVA EPS S.A.,890204659,ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES SANTANDER.,2242432,
68464,SANTANDER,MOGOTES,EPSS41,NUEVA EPS,890204659,ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES SANTANDER.,123287774,
68498,SANTANDER,OCAMONTE,ESS024,COOSALUD EPS S.A.,804015127,EMPRESA SOCIAL DEL ESTADO DE OCAMONTE SANTANDER,50297293,
68500,SANTANDER,OIBA,EPSS37,LA NUEVA EPS S.A.,890203563,ESE HOSPITAL SAN RAFAEL,8651346,
68500,SANTANDER,OIBA,EPSS41,NUEVA EPS,890203563,ESE HOSPITAL SAN RAFAEL,66242695,
68502,SANTANDER,ONZAGA,EPSS41,NUEVA EPS,890200965,E.S.E. HOSPITAL INTEGRADO SAN VICENTE DE PAUL,45077018,
68522,SANTANDER,PALMAR,EPSS41,NUEVA EPS,804013885,ESE ANDRES CALA PIMENTEL,9966554,
68524,SANTANDER,PALMAS DEL SOCORRO,EPSS37,LA NUEVA EPS S.A.,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,397672,
68524,SANTANDER,PALMAS DEL SOCORRO,EPSS41,NUEVA EPS,900190045,ESE HOSPITAL REGIONAL MANUELA BELTRAN,1821387,
68533,SANTANDER,PARAMO,ESS024,COOSALUD EPS S.A.,804014835,E.S.E CENTRO DE SALUD MUNICIPIO DE PARAMO,53349616,
68547,SANTANDER,PIEDECUESTA,EPSS37,LA NUEVA EPS S.A.,900066345,E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,47810880,
68547,SANTANDER,PIEDECUESTA,EPSS41,NUEVA EPS,900066345,E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,451530876,
68547,SANTANDER,PIEDECUESTA,EPSS46,FUNDACIÓN SALUD MIA EPS,890212568,FUNDACION CARDIOVASCULAR DE COLOMBIA,219563785,
68549,SANTANDER,PINCHOTE,EPSS41,NUEVA EPS,804015047,ESE SAN ANTONIO DE PADUA DEL MUNICIPIO DE PINCHOTE,11357989,
68572,SANTANDER,PUENTE NACIONAL,EPSS37,LA NUEVA EPS S.A.,890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,3038157,
68572,SANTANDER,PUENTE NACIONAL,EPSS41,NUEVA EPS,890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,23706845,
68572,SANTANDER,PUENTE NACIONAL,ESS024,COOSALUD EPS S.A.,890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,86098556,
68573,SANTANDER,PUERTO PARRA,EPSS37,LA NUEVA EPS S.A.,829003945,ESE CENTRO DE SALUD PUERTO PARRA,9683433,
68573,SANTANDER,PUERTO PARRA,EPSS41,NUEVA EPS,829003945,ESE CENTRO DE SALUD PUERTO PARRA,19198028,
68575,SANTANDER,PUERTO WILCHES,EPSS37,LA NUEVA EPS S.A.,890201724,E.S.E EDMUNDO GERMAN ARIAS DUARTE,18838116,
68575,SANTANDER,PUERTO WILCHES,EPSS37,LA NUEVA EPS S.A.,900900178,RED INTEGRADA SALUD COLOMBIA IPS S.A.S (REDINSALUD IPS S.A.S),1685716,
68575,SANTANDER,PUERTO WILCHES,EPSS41,NUEVA EPS,890201724,E.S.E EDMUNDO GERMAN ARIAS DUARTE,115138695,
68575,SANTANDER,PUERTO WILCHES,ESS024,COOSALUD EPS S.A.,890201724,E.S.E EDMUNDO GERMAN ARIAS DUARTE,112820282,
68615,SANTANDER,RIONEGRO,EPSS37,LA NUEVA EPS S.A.,890204360,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,12091408,
68615,SANTANDER,RIONEGRO,EPSS41,NUEVA EPS,890204360,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,73604922,
